idade,renda_anual,tipo_propriedade,tempo_de_emprego,objetivo,classificacao,valor_emprestimo,taxa_juros,devedor,relacao_emprestimo_renda,foi_inadimplente
32,46000,Alugado,16.0,Pessoal,B,10000,10.59,0,0.22,N
34,130000,Alugado,2.0,Empreendimento,B,8000,10.99,0,0.06,N
22,64000,Alugado,0.0,Pessoal,D,8000,14.84,1,0.13,N
39,115000,Hipotecado,6.0,Empreendimento,D,25000,15.58,0,0.22,S
26,60000,Alugado,0.0,Reforma Casa,C,12000,12.87,0,0.2,S
26,80004,Hipotecado,7.0,Quitação de dívidas,C,7500,15.23,1,0.09,S
26,69780,Alugado,3.0,Pessoal,A,6000,9.32,0,0.09,N
31,29000,Alugado,5.0,Médico,D,9000,15.37,1,0.31,N
22,20640,Alugado,0.0,Educação,C,2500,12.68,0,0.12,N
22,35325,Alugado,2.0,Educação,D,6500,15.95,1,0.18,N
25,72400,Hipotecado,9.0,Empreendimento,E,8000,17.39,0,0.11,N
28,50000,Alugado,4.0,Médico,A,8000,7.14,0,0.16,N
27,49500,Alugado,6.0,Pessoal,C,6000,11.22,0,0.12,N
32,25000,Alugado,9.0,Quitação de dívidas,B,3700,9.91,0,0.15,N
24,62000,Hipotecado,6.0,Reforma Casa,B,10000,10.74,0,0.16,N
27,120000,Hipotecado,2.0,Empreendimento,B,16000,12.21,0,0.13,N
23,84000,Alugado,0.0,Quitação de dívidas,C,15000,11.34,0,0.18,S
22,25200,Hipotecado,1.0,Pessoal,C,7000,13.92,0,0.28,N
24,61717,Próprio,8.0,Pessoal,A,3200,7.68,0,0.05,N
24,117300,Alugado,4.0,Médico,C,5000,13.23,1,0.04,S
23,34000,Alugado,7.0,Educação,B,10000,10.36,1,0.29,N
40,63996,Hipotecado,8.0,Educação,B,12000,10.25,0,0.19,N
40,70000,Hipotecado,6.0,Educação,A,18000,7.9,0,0.26,N
21,50000,Alugado,0.0,Reforma Casa,D,15000,15.7,1,0.3,S
25,41520,Próprio,9.0,Médico,A,4400,7.29,0,0.11,N
21,85000,Alugado,1.0,Empreendimento,C,12000,11.97,0,0.14,N
31,116400,Alugado,3.0,Empreendimento,B,8900,10.0,0,0.08,N
29,21000,Alugado,7.0,Médico,C,7000,13.72,1,0.33,N
23,30000,Alugado,4.0,Quitação de dívidas,C,7925,15.27,0,0.26,S
29,75000,Alugado,6.0,Reforma Casa,B,6500,10.74,0,0.09,N
26,124726,Hipotecado,3.0,Pessoal,A,15000,7.29,0,0.12,N
46,45000,Hipotecado,7.0,Médico,A,12250,6.54,0,0.27,N
23,50000,Hipotecado,6.0,Empreendimento,B,17000,12.42,0,0.34,N
29,91440,Alugado,13.0,Reforma Casa,A,23000,6.54,0,0.25,N
31,65200,Hipotecado,7.0,Quitação de dívidas,A,7000,8.0,0,0.11,N
22,70000,Hipotecado,6.0,Educação,D,16000,16.32,0,0.23,S
29,35000,Alugado,12.0,Quitação de dívidas,A,1800,5.42,0,0.05,N
22,42500,Hipotecado,6.0,Médico,E,7000,15.57,1,0.16,S
31,79800,Hipotecado,3.0,Pessoal,A,5000,6.91,0,0.06,N
45,60000,Alugado,4.0,Quitação de dívidas,B,25000,9.99,1,0.42,N
43,80000,Alugado,5.0,Reforma Casa,B,6400,11.71,0,0.08,N
25,40800,Alugado,9.0,Pessoal,D,5600,16.77,0,0.14,N
34,138000,Hipotecado,14.0,Médico,B,25000,11.12,0,0.18,N
24,55845,Alugado,1.0,Médico,D,14000,14.96,1,0.21,N
22,43200,Próprio,6.0,Pessoal,A,10000,9.63,0,0.23,N
30,55000,Hipotecado,1.0,Reforma Casa,B,6500,10.99,0,0.12,N
24,65000,Hipotecado,5.0,Empreendimento,A,8000,7.51,0,0.12,N
32,38000,Alugado,3.0,Quitação de dívidas,A,6350,5.79,0,0.17,N
25,54000,Alugado,7.0,Reforma Casa,A,7575,6.99,0,0.14,N
23,16000,Alugado,6.0,Quitação de dívidas,C,2250,13.49,0,0.14,N
31,29004,Alugado,4.0,Reforma Casa,B,6000,10.75,1,0.21,N
26,46000,Alugado,3.0,Médico,D,11000,16.29,1,0.24,S
24,79768,Próprio,2.0,Educação,C,12000,13.49,0,0.15,S
23,58650,Alugado,7.0,Médico,D,10800,16.29,1,0.16,N
29,82600,Hipotecado,6.0,Empreendimento,B,19450,9.91,0,0.24,N
37,117000,Alugado,10.0,Educação,A,10000,7.66,0,0.09,N
22,42000,Alugado,0.0,Empreendimento,C,3600,14.72,0,0.09,S
33,100000,Hipotecado,8.0,Quitação de dívidas,A,6400,7.29,0,0.06,N
24,62100,Hipotecado,8.0,Educação,C,6000,12.53,0,0.1,N
32,48750,Alugado,5.0,Quitação de dívidas,C,3000,13.49,0,0.06,N
38,108000,Alugado,3.0,Pessoal,D,5000,15.21,1,0.05,S
22,38000,Alugado,2.0,Educação,C,6000,13.57,0,0.16,S
24,76000,Hipotecado,8.0,Pessoal,A,12000,6.03,0,0.16,N
31,83000,Hipotecado,9.0,Empreendimento,F,18000,19.74,1,0.22,S
23,39996,Alugado,0.0,Educação,C,6000,11.66,0,0.15,N
28,31200,Próprio,0.0,Educação,A,4350,5.99,0,0.14,N
24,50000,Hipotecado,7.0,Reforma Casa,D,11000,16.89,0,0.22,S
22,36396,Alugado,4.0,Educação,A,10000,5.42,0,0.27,N
26,65000,Hipotecado,3.0,Empreendimento,A,10000,7.29,0,0.15,N
23,21000,Alugado,3.0,Pessoal,B,10000,12.21,1,0.48,N
30,80000,Alugado,0.0,Médico,A,8900,6.17,0,0.11,N
29,52000,Alugado,9.0,Pessoal,A,10000,8.0,0,0.19,N
29,29496,Alugado,5.0,Empreendimento,A,6000,5.79,0,0.2,N
24,47000,Alugado,3.0,Médico,A,7000,6.54,0,0.15,N
25,30600,Alugado,0.0,Médico,E,14500,17.04,1,0.47,N
21,26400,Alugado,5.0,Pessoal,C,4750,12.23,0,0.18,N
31,100300,Alugado,1.0,Médico,D,12000,14.91,1,0.1,S
24,29004,Alugado,4.0,Educação,A,5000,6.92,1,0.17,N
33,22800,Alugado,0.0,Médico,A,2000,8.49,0,0.09,N
36,75000,Alugado,5.0,Reforma Casa,B,10000,11.99,0,0.13,N
28,20000,Alugado,4.0,Médico,B,8000,12.42,1,0.4,N
21,160000,Hipotecado,3.0,Empreendimento,D,15250,15.31,0,0.1,S
24,54000,Hipotecado,8.0,Reforma Casa,B,8500,10.99,0,0.16,N
27,157544,Hipotecado,8.0,Quitação de dívidas,C,35000,12.99,0,0.22,S
36,115000,Hipotecado,13.0,Empreendimento,A,10000,5.42,0,0.09,N
27,180000,Hipotecado,2.0,Pessoal,C,8000,13.23,0,0.04,N
23,50000,Alugado,0.0,Educação,A,4900,8.49,0,0.1,N
25,103000,Alugado,9.0,Reforma Casa,D,12800,15.7,0,0.12,S
26,70000,Hipotecado,9.0,Empreendimento,A,35000,7.9,0,0.5,N
25,90000,Hipotecado,7.0,Pessoal,A,6000,7.14,0,0.07,N
28,78000,Hipotecado,4.0,Reforma Casa,B,24000,10.25,1,0.31,N
25,55000,Alugado,5.0,Reforma Casa,B,9000,11.11,0,0.16,N
31,86500,Próprio,0.0,Pessoal,C,25000,13.57,0,0.29,S
25,34000,Alugado,0.0,Empreendimento,A,6650,8.9,0,0.2,N
23,57996,Hipotecado,5.0,Educação,A,8800,7.51,0,0.15,N
25,90000,Hipotecado,6.0,Pessoal,D,8500,15.21,0,0.09,S
23,60000,Alugado,2.0,Médico,A,9000,6.17,0,0.15,N
22,48000,Alugado,3.0,Quitação de dívidas,B,6700,11.99,0,0.14,N
22,34000,Alugado,0.0,Médico,D,10000,15.28,1,0.29,S
35,50000,Hipotecado,5.0,Reforma Casa,C,6000,13.49,0,0.12,N
24,60000,Próprio,9.0,Médico,B,15000,11.83,0,0.25,N
40,52000,Hipotecado,6.0,Reforma Casa,C,7000,14.65,1,0.13,N
36,80000,Alugado,0.0,Pessoal,C,10000,13.61,0,0.13,N
27,32220,Alugado,11.0,Médico,B,17725,11.49,1,0.55,N
24,54100,Alugado,5.0,Empreendimento,A,4500,7.14,0,0.08,N
23,80700,Alugado,7.0,Médico,B,20000,11.71,0,0.25,N
23,47184,Alugado,0.0,Quitação de dívidas,B,5000,10.25,0,0.11,N
27,48000,Alugado,2.0,Pessoal,C,25000,10.59,1,0.52,N
25,51541,Alugado,0.0,Quitação de dívidas,B,6000,12.18,0,0.12,N
21,40000,Alugado,0.0,Médico,A,4200,7.51,0,0.1,N
25,38000,Alugado,9.0,Educação,B,4800,11.71,0,0.13,N
26,59000,Alugado,3.0,Empreendimento,C,14500,11.97,1,0.25,N
35,69000,Alugado,8.0,Empreendimento,C,20000,13.49,1,0.29,S
30,54000,Hipotecado,4.0,Quitação de dívidas,D,12000,15.58,1,0.22,N
27,25000,Alugado,0.0,Pessoal,C,3600,13.16,0,0.14,S
22,56000,Hipotecado,4.0,Médico,B,9000,10.59,0,0.16,N
31,72500,Hipotecado,12.0,Empreendimento,B,8875,11.99,0,0.12,N
23,46852,Alugado,3.0,Reforma Casa,B,6800,10.65,1,0.15,N
23,60000,Alugado,4.0,Pessoal,C,5000,13.98,0,0.08,S
29,125000,Hipotecado,4.0,Médico,C,24000,13.49,0,0.19,N
28,96000,Hipotecado,8.0,Empreendimento,A,10000,7.66,0,0.1,N
24,83004,Alugado,0.0,Empreendimento,D,28000,15.99,1,0.34,S
35,71004,Alugado,0.0,Empreendimento,B,2375,9.25,0,0.03,N
24,54996,Alugado,7.0,Médico,B,15000,11.14,0,0.27,N
25,14400,Alugado,0.0,Empreendimento,C,1500,12.99,1,0.1,S
22,51012,Alugado,1.0,Pessoal,D,20000,17.49,1,0.39,S
28,73992,Alugado,2.0,Pessoal,B,20000,9.96,0,0.27,N
29,41000,Hipotecado,0.0,Médico,A,3800,7.51,1,0.09,N
27,19200,Alugado,4.0,Pessoal,A,1500,7.14,0,0.08,N
32,45000,Hipotecado,12.0,Educação,A,4800,7.49,0,0.11,N
28,40000,Alugado,6.0,Educação,C,10500,14.27,0,0.26,N
45,29676,Alugado,5.0,Educação,C,2700,12.84,0,0.09,S
27,75000,Próprio,11.0,Reforma Casa,C,6000,13.47,0,0.08,N
26,75000,Hipotecado,6.0,Médico,A,13000,6.99,0,0.17,N
25,80400,Alugado,2.0,Empreendimento,A,12500,9.38,0,0.16,N
25,100000,Hipotecado,4.0,Educação,B,9000,9.64,1,0.09,N
24,55000,Hipotecado,8.0,Médico,A,1800,7.49,0,0.03,N
30,103000,Hipotecado,14.0,Pessoal,A,6400,7.49,0,0.06,N
37,31200,Hipotecado,5.0,Educação,B,3000,9.99,0,0.1,N
22,50000,Alugado,6.0,Quitação de dívidas,E,18250,16.7,1,0.36,S
33,43000,Hipotecado,4.0,Reforma Casa,C,10000,13.35,0,0.23,S
25,45000,Próprio,9.0,Médico,A,3000,6.17,0,0.07,N
25,35000,Alugado,2.0,Quitação de dívidas,B,7500,10.99,0,0.21,N
34,75000,Hipotecado,0.0,Reforma Casa,C,20000,13.06,0,0.27,N
44,62000,Alugado,11.0,Quitação de dívidas,A,11000,8.07,0,0.18,N
43,30000,Alugado,0.0,Pessoal,C,11525,13.57,1,0.38,S
23,54000,Alugado,5.0,Empreendimento,D,13275,17.58,0,0.25,S
24,52000,Próprio,8.0,Educação,B,4000,10.62,0,0.08,N
23,45996,Próprio,7.0,Educação,C,10000,13.16,0,0.22,N
25,42500,Hipotecado,9.0,Educação,A,2000,5.42,0,0.05,N
23,39600,Alugado,7.0,Pessoal,B,9000,11.99,0,0.23,N
31,84000,Hipotecado,2.0,Educação,D,10400,14.96,0,0.12,N
27,65000,Hipotecado,0.0,Reforma Casa,D,22000,14.09,0,0.34,S
41,57000,Hipotecado,11.0,Pessoal,A,10000,7.51,0,0.18,N
23,14400,Alugado,1.0,Educação,B,4750,11.11,1,0.33,N
32,82000,Hipotecado,13.0,Pessoal,B,10000,10.36,0,0.12,N
23,75000,Hipotecado,5.0,Empreendimento,A,6400,5.42,0,0.09,N
23,80000,Alugado,6.0,Empreendimento,A,6500,7.51,0,0.08,N
36,100000,Hipotecado,2.0,Educação,A,8000,6.76,0,0.08,N
26,50000,Hipotecado,3.0,Quitação de dívidas,A,8000,6.62,0,0.16,N
29,12000,Alugado,0.0,Pessoal,B,5600,12.18,1,0.47,N
24,75000,Alugado,4.0,Empreendimento,A,10000,6.62,0,0.13,N
33,59000,Alugado,17.0,Médico,B,9600,9.91,0,0.16,N
31,99000,Alugado,15.0,Reforma Casa,C,12000,14.26,0,0.12,N
28,103992,Hipotecado,3.0,Pessoal,B,18000,10.99,0,0.17,N
23,76042,Alugado,6.0,Reforma Casa,D,20000,15.05,1,0.26,S
24,108000,Hipotecado,1.0,Reforma Casa,C,18000,12.53,0,0.17,S
26,62004,Alugado,9.0,Quitação de dívidas,A,24000,7.9,1,0.39,N
22,16200,Próprio,6.0,Pessoal,B,2000,12.42,0,0.12,N
25,18204,Alugado,0.0,Educação,C,4500,13.61,1,0.25,N
25,19200,Alugado,0.0,Quitação de dívidas,C,3800,14.35,1,0.2,S
23,45000,Alugado,0.0,Empreendimento,B,2100,11.48,0,0.05,N
31,75000,Alugado,5.0,Quitação de dívidas,B,15000,12.69,0,0.2,N
30,198171,Hipotecado,4.0,Quitação de dívidas,A,5000,5.79,0,0.03,N
26,230000,Alugado,0.0,Educação,A,7500,8.0,0,0.03,N
27,75400,Hipotecado,3.0,Pessoal,A,6000,7.74,0,0.08,N
24,135000,Hipotecado,8.0,Médico,A,17000,6.17,0,0.13,N
21,70000,Hipotecado,5.0,Médico,A,7000,6.03,0,0.1,N
23,25100,Próprio,7.0,Educação,D,10800,14.59,0,0.43,S
35,33000,Alugado,4.0,Educação,A,7000,7.9,1,0.21,N
38,98000,Hipotecado,7.0,Médico,B,12000,10.37,0,0.12,N
37,12360,Alugado,3.0,Educação,B,4000,9.99,1,0.32,N
21,49000,Hipotecado,4.0,Médico,B,2000,11.99,1,0.04,N
23,40900,Próprio,5.0,Médico,B,12200,11.36,0,0.3,N
27,36000,Alugado,5.0,Educação,B,5000,9.63,0,0.14,N
32,130000,Alugado,0.0,Pessoal,B,12500,9.99,0,0.1,N
28,37000,Alugado,0.0,Quitação de dívidas,D,14000,14.42,1,0.38,N
32,53100,Hipotecado,14.0,Médico,B,7500,11.26,0,0.14,N
27,73000,Hipotecado,11.0,Pessoal,A,10000,5.79,0,0.14,N
40,32000,Alugado,19.0,Quitação de dívidas,B,9600,9.88,0,0.3,N
26,21000,Próprio,4.0,Educação,C,8000,13.79,0,0.38,S
30,76500,Alugado,11.0,Médico,D,12000,17.27,1,0.13,N
25,100000,Alugado,9.0,Pessoal,B,7750,9.99,1,0.08,N
23,44500,Alugado,2.0,Educação,A,7000,8.0,0,0.16,N
26,92500,Alugado,3.0,Quitação de dívidas,B,12000,11.71,0,0.13,N
31,34000,Alugado,9.0,Empreendimento,B,15000,9.88,1,0.44,N
27,33500,Alugado,0.0,Médico,B,2100,12.21,0,0.06,N
29,35500,Hipotecado,3.0,Quitação de dívidas,A,4000,7.88,0,0.11,N
25,28800,Alugado,0.0,Quitação de dívidas,B,5500,9.76,0,0.19,N
22,21000,Alugado,7.0,Quitação de dívidas,D,8000,16.77,1,0.38,S
24,58000,Alugado,5.0,Médico,A,5000,7.49,0,0.09,N
29,75000,Alugado,2.0,Quitação de dívidas,A,7200,7.9,0,0.1,N
24,24000,Alugado,3.0,Quitação de dívidas,B,10000,10.38,1,0.42,N
35,30720,Hipotecado,4.0,Reforma Casa,A,6000,7.49,0,0.2,N
24,120000,Hipotecado,8.0,Empreendimento,A,20000,7.9,0,0.17,N
30,39300,Alugado,5.0,Quitação de dívidas,D,2500,16.29,1,0.06,S
32,86000,Hipotecado,4.0,Médico,A,8400,6.62,0,0.1,N
34,90000,Hipotecado,15.0,Empreendimento,A,15000,6.99,0,0.17,N
35,34000,Alugado,0.0,Quitação de dívidas,E,5000,15.45,1,0.15,S
30,40000,Alugado,9.0,Médico,D,9000,16.77,0,0.23,S
24,143000,Alugado,7.0,Empreendimento,E,9000,16.45,1,0.06,S
34,35000,Alugado,3.0,Médico,C,10600,15.96,0,0.3,N
27,85000,Hipotecado,11.0,Educação,A,12000,6.62,0,0.14,N
26,75000,Hipotecado,5.0,Empreendimento,A,15000,8.49,0,0.2,N
29,48000,Próprio,1.0,Pessoal,E,15000,18.64,0,0.31,N
23,53664,Hipotecado,7.0,Quitação de dívidas,B,15000,10.75,0,0.28,N
24,69504,Hipotecado,3.0,Empreendimento,A,10000,7.66,0,0.14,N
27,98500,Alugado,5.0,Reforma Casa,C,7200,14.35,0,0.07,S
36,65000,Hipotecado,3.0,Educação,A,6500,5.79,0,0.1,N
28,27000,Próprio,7.0,Pessoal,B,2400,10.99,0,0.09,N
31,67200,Hipotecado,2.0,Pessoal,A,10000,6.03,0,0.15,N
26,27880,Alugado,1.0,Médico,B,4800,9.25,0,0.17,N
41,36684,Alugado,0.0,Médico,B,7500,10.96,0,0.2,N
27,70000,Alugado,8.0,Reforma Casa,B,2200,10.74,0,0.03,N
28,114000,Hipotecado,12.0,Empreendimento,E,8000,18.64,0,0.07,N
25,60000,Hipotecado,1.0,Reforma Casa,C,5000,15.27,0,0.08,S
25,88500,Alugado,3.0,Quitação de dívidas,C,7200,13.47,0,0.08,N
33,400000,Hipotecado,9.0,Médico,A,15000,6.03,0,0.04,N
34,48000,Hipotecado,7.0,Empreendimento,B,8400,11.71,0,0.17,N
28,15000,Próprio,2.0,Pessoal,B,4375,12.42,1,0.29,N
22,62004,Alugado,5.0,Educação,D,8400,15.62,0,0.14,S
30,72000,Alugado,5.0,Empreendimento,D,25000,16.32,1,0.35,S
23,42000,Hipotecado,7.0,Educação,B,8000,10.99,0,0.19,N
37,105000,Alugado,6.0,Quitação de dívidas,A,14000,6.03,0,0.13,N
24,32700,Próprio,8.0,Educação,A,4200,7.29,0,0.13,N
36,50000,Hipotecado,7.0,Pessoal,A,5000,7.51,0,0.1,N
23,21600,Próprio,0.0,Educação,B,4400,12.53,0,0.2,N
26,48000,Próprio,10.0,Empreendimento,B,15000,11.12,0,0.31,N
22,44000,Alugado,5.0,Educação,D,10000,15.95,0,0.23,N
36,25200,Alugado,3.0,Médico,A,7200,7.29,0,0.29,N
31,60000,Alugado,2.0,Pessoal,A,4750,5.99,0,0.08,N
26,60000,Hipotecado,0.0,Pessoal,A,9800,7.75,0,0.16,N
23,85000,Alugado,5.0,Empreendimento,A,3000,7.49,0,0.04,N
25,101000,Hipotecado,9.0,Educação,B,17000,11.71,0,0.17,N
25,28176,Próprio,3.0,Médico,B,1000,9.63,0,0.04,N
28,200000,Alugado,0.0,Pessoal,C,16000,10.91,0,0.08,S
24,12000,Próprio,4.0,Pessoal,B,2500,12.69,1,0.21,N
26,22884,Alugado,2.0,Médico,A,7000,7.51,1,0.31,N
32,45000,Hipotecado,7.0,Educação,A,4000,7.49,0,0.09,N
28,86000,Hipotecado,6.0,Pessoal,C,2650,13.23,0,0.03,S
34,70000,Hipotecado,6.0,Educação,E,22000,19.91,0,0.31,S
24,33000,Hipotecado,8.0,Reforma Casa,C,2050,13.49,1,0.06,N
31,300000,Hipotecado,1.0,Empreendimento,C,35000,15.23,0,0.12,N
24,66000,Hipotecado,8.0,Pessoal,D,15000,18.25,0,0.23,N
21,57200,Hipotecado,5.0,Quitação de dívidas,A,8000,6.03,0,0.14,N
35,91000,Hipotecado,14.0,Educação,A,4000,7.29,0,0.04,N
23,31200,Próprio,7.0,Educação,B,6000,10.37,0,0.19,N
23,45286,Alugado,5.0,Pessoal,A,8000,7.29,0,0.18,N
23,38000,Hipotecado,5.0,Pessoal,A,5400,7.9,0,0.14,N
33,120000,Alugado,9.0,Quitação de dívidas,B,25000,11.36,0,0.21,N
22,30000,Alugado,0.0,Médico,A,12000,9.32,1,0.4,N
32,150000,Alugado,14.0,Médico,B,4600,9.62,0,0.03,N
26,64000,Hipotecado,9.0,Quitação de dívidas,D,8000,12.17,1,0.13,N
22,32000,Alugado,5.0,Pessoal,C,9500,13.57,0,0.3,N
24,22000,Alugado,0.0,Pessoal,C,5550,12.41,1,0.25,N
29,28550,Alugado,6.0,Quitação de dívidas,B,4000,10.59,0,0.14,N
35,50000,Alugado,4.0,Quitação de dívidas,B,7000,11.49,0,0.14,N
26,50000,Alugado,3.0,Educação,B,7525,11.49,0,0.15,N
26,98400,Hipotecado,4.0,Empreendimento,A,8450,6.99,0,0.09,N
24,64000,Hipotecado,8.0,Empreendimento,B,4800,12.21,0,0.07,N
22,42500,Alugado,0.0,Educação,C,5000,12.98,0,0.12,N
24,42000,Hipotecado,2.0,Pessoal,A,10000,7.49,0,0.24,N
22,126000,Hipotecado,6.0,Educação,B,24000,11.36,0,0.19,N
23,50000,Hipotecado,2.0,Pessoal,B,4000,11.86,0,0.08,N
30,38400,Hipotecado,14.0,Quitação de dívidas,A,16750,7.88,0,0.44,N
22,83004,Hipotecado,6.0,Educação,A,24000,7.88,0,0.29,N
41,46152,Alugado,10.0,Pessoal,B,14525,11.11,1,0.31,N
21,41900,Alugado,2.0,Empreendimento,C,16000,12.84,1,0.38,S
27,207182,Hipotecado,11.0,Empreendimento,B,22000,10.62,0,0.11,N
27,85000,Hipotecado,6.0,Reforma Casa,B,5500,11.36,0,0.06,N
38,33600,Alugado,0.0,Empreendimento,A,4800,8.49,0,0.14,N
26,80000,Hipotecado,10.0,Reforma Casa,A,7000,6.03,0,0.09,N
26,56000,Alugado,4.0,Quitação de dívidas,C,25000,12.87,1,0.45,N
21,17916,Alugado,1.0,Médico,A,3000,6.0,1,0.17,N
22,55000,Hipotecado,7.0,Médico,B,13500,9.67,0,0.25,N
37,174996,Hipotecado,11.0,Médico,C,6500,13.35,0,0.04,S
37,59000,Hipotecado,10.0,Médico,D,12000,15.62,1,0.2,S
27,75400,Hipotecado,3.0,Médico,A,6000,7.74,0,0.08,N
30,265000,Hipotecado,3.0,Reforma Casa,D,24000,14.96,0,0.09,S
41,42600,Alugado,0.0,Empreendimento,D,10000,15.62,1,0.23,S
28,50000,Alugado,4.0,Pessoal,A,15000,7.49,0,0.3,N
55,51000,Alugado,2.0,Pessoal,A,8000,5.79,0,0.16,N
29,78996,Alugado,0.0,Reforma Casa,D,15000,15.7,1,0.19,S
36,32000,Hipotecado,7.0,Educação,B,5300,10.65,0,0.17,N
38,54400,Alugado,5.0,Médico,D,10000,15.33,1,0.16,S
23,60000,Alugado,7.0,Quitação de dívidas,B,25000,10.25,1,0.42,N
44,109000,Hipotecado,17.0,Médico,C,12800,13.79,0,0.12,S
22,60000,Alugado,6.0,Médico,C,15000,13.35,0,0.25,S
25,102211,Hipotecado,3.0,Quitação de dívidas,B,15000,11.58,0,0.15,N
21,14400,Alugado,2.0,Empreendimento,D,1825,15.62,1,0.13,N
30,142000,Hipotecado,5.0,Empreendimento,B,10000,11.12,0,0.07,N
23,90000,Hipotecado,5.0,Pessoal,B,6000,11.89,0,0.07,N
23,32000,Alugado,4.0,Pessoal,A,10700,6.03,1,0.33,N
28,51000,Hipotecado,12.0,Empreendimento,A,8000,7.51,0,0.16,N
24,110000,Hipotecado,0.0,Educação,D,13200,15.28,0,0.12,N
27,36000,Alugado,3.0,Médico,B,5800,12.42,0,0.16,N
22,87000,Hipotecado,0.0,Empreendimento,A,8000,5.79,0,0.09,N
24,38400,Alugado,3.0,Médico,B,5000,10.99,0,0.13,N
30,51996,Hipotecado,5.0,Pessoal,A,3200,6.99,0,0.06,N
50,116000,Hipotecado,22.0,Pessoal,B,5000,10.25,0,0.04,N
25,43000,Alugado,2.0,Empreendimento,A,7800,7.14,0,0.18,N
30,66000,Hipotecado,14.0,Educação,C,11200,13.49,1,0.17,N
48,128000,Alugado,0.0,Educação,D,7500,17.49,1,0.06,S
35,84000,Hipotecado,5.0,Quitação de dívidas,C,15200,15.27,1,0.18,S
22,36000,Hipotecado,3.0,Médico,B,6000,12.53,0,0.17,N
22,82000,Alugado,2.0,Educação,B,1600,11.89,0,0.02,N
21,45000,Alugado,0.0,Pessoal,D,7000,14.96,1,0.16,S
22,50361,Alugado,6.0,Pessoal,C,12000,12.73,0,0.24,N
31,33000,Alugado,1.0,Quitação de dívidas,A,2000,5.79,0,0.06,N
22,54252,Hipotecado,6.0,Quitação de dívidas,A,3500,6.39,0,0.06,N
30,64000,Hipotecado,3.0,Educação,A,10200,6.62,0,0.16,N
24,77000,Hipotecado,6.0,Quitação de dívidas,B,12000,12.42,0,0.16,N
36,28800,Alugado,2.0,Médico,C,6000,15.96,0,0.21,S
22,108600,Hipotecado,6.0,Educação,C,14400,13.48,0,0.13,N
31,83000,Alugado,5.0,Pessoal,B,6300,10.65,0,0.08,N
23,23500,Alugado,4.0,Educação,C,3000,13.23,0,0.13,S
