id,sexo,logica,quantitativa,dominios,prog_computador,cuidadoso,afiabilidade,sociavel,neuroticismo,experiencias,salario,formado
634352,f,595,720,0.9872070858908678,645,-0.7335,0.0459,0.6248,-0.6147,0.2889,37500.0,7
977034,m,605,520,0.356536487724475,575,0.5591,0.3789,0.6248,0.3995,-1.0524,20000.0,6
668869,m,525,690,0.6944793277084631,465,0.99,0.2124,0.6248,0.2727,-1.0524,27083.333333333332,7
915600,m,440,385,0.9967444868522528,475,-0.5899,-0.6201,0.4711,-0.3612,-0.2859,17916.666666666668,8
628753,m,485,530,0.600057182338341,435,0.1282,-1.9521,-0.6048,0.653,0.6721,26250.0,7
1036215,m,460,320,0.23780283983757,355,0.5591,1.0449,0.3174,-0.2344,0.6721,18333.333333333332,6
955352,m,470,365,0.356536487724475,435,-0.3027,-0.4536,-2.4491,1.0333,-0.2859,15000.0,6
449417,m,475,575,0.960903087163164,595,-1.4992,-1.3713,-0.6343,0.1798,-1.1169,20000.0,8
309954,m,495,565,0.9303706072026908,565,1.1283,0.6568,-0.344,-0.7603,-0.4455,13750.0,8
54289,m,365,475,0.600057182338341,435,0.2009,-0.7473,0.3817,0.5323,0.3444,15000.0,7
615097,m,485,530,0.486747008438193,475,-0.4463,-1.1196,0.01,0.5262,-0.0943,12500.0,6
38441,m,445,575,0.8646854133700849,525,0.0464,0.2668,-1.7954,-0.6428,-1.2354,25000.0,10
1269557,m,375,370,0.911395278391328,495,0.2718,-0.1206,0.3174,-1.8824,-0.4776,20000.0,6
390353,m,485,425,0.0587928000083534,325,-0.2628,-0.5913,-0.1988,1.2374,-0.16899999999999898,25000.0,8
1230200,m,615,725,0.7447583540089391,595,-0.3027,-0.7866,-1.527,1.9207,-1.6273,25000.0,6
206976,m,415,504,0.0587928000083534,335,-0.5719,-0.2793,0.672,-0.6428,-0.2875,42500.0,9
908780,f,495,325,0.622642915849938,445,-0.7335,0.0459,-0.1437,1.0333,-0.8608,12500.0,6
982729,m,520,330,0.7447583540089391,335,-0.3027,0.2124,1.0859,1.1601,-0.4776,20000.0,6
355322,m,355,455,0.24545565999982896,335,0.51,1.1248,-0.7794,-0.2609,-0.6035,20000.0,8
730991,m,510,415,0.342314899911815,365,0.7027,-1.1196,-0.1437,0.3995,0.2889,25833.333333333332,7
326762,m,465,465,0.7040904121313142,465,-3.6631,-2.1513,0.0914,1.32552999999999,-1.2354,37500.0,8
125654,m,385,585,0.6359787564567939,445,-1.8083,-0.5913,-0.9245,-0.0552,0.3444,31666.666666666668,10
984121,f,510,570,0.783303536670298,445,-0.159,1.2114,0.4711,-1.6289,0.0973,25000.0,6
744799,m,415,485,0.7040904121313142,465,0.1282,0.8784,0.6248,-0.3612,-0.6692,25000.0,7
1048133,m,470,405,0.207392169717661,355,1.7081,0.7119,0.6248,-1.3753,0.6721,16666.666666666668,7
1094787,m,425,440,0.493596387301038,405,-0.3027,1.0449,1.3933,0.1459,0.8637,14166.666666666666,6
818701,m,500,545,0.953899775079926,464,0.5591,1.0449,-0.1437,-0.6147,-0.8608,27916.666666666668,8
189121,m,515,575,0.229481754911755,325,0.6646,1.1248,1.5428,-0.4078,0.3444,37500.0,9
640037,f,425,385,0.7040904121313142,465,0.8463,0.0459,1.7007,-0.4879,0.0973,16666.666666666668,7
906284,m,450,470,0.486747008438193,465,-1.1644,1.2114,0.4711,-0.1076,-0.6692,25833.333333333332,6
643957,m,500,455,0.600057182338341,435,-1.4517,-2.1186,-0.6048,0.9066,-1.6273,20000.0,7
335906,f,505,415,0.7040904121313142,465,0.51,1.4368,-0.0537,-1.34787,0.8973,25000.0,8
271549,m,465,575,0.525922584252055,415,-0.4173,-1.8393,-0.344,1.1199,0.1864,27500.0,9
1066577,m,505,585,0.486747008438193,485,0.2718,0.0459,-1.0659,-2.136,-1.244,26666.666666666668,6
833277,m,390,355,0.356536487724475,355,-0.0154,-0.2871,0.3174,0.1459,0.0973,16666.666666666668,6
239756,m,565,454,0.968237495890543,605,0.0464,-0.1232,-0.4891,0.2973,0.9763,26250.0,9
555652,m,605,620,0.985461394326131,515,-0.0154,1.0449,0.4711,1.0333,1.0554,25416.666666666668,7
543832,m,485,680,0.37605958665154493,365,-2.272,0.0328,-0.2714,1.1199,-0.4455,27916.666666666668,7
244546,m,465,645,0.538386892985096,385,-1.9629,0.8128,0.2366,0.6498,0.0284,34166.666666666664,9
610635,f,525,620,0.953899775079926,535,0.5591,0.5454,1.7007,-2.0092,1.247,16666.666666666668,7
1076441,m,435,500,0.207392169717661,305,-0.159,0.8784,0.4711,0.2727,0.6721,26250.0,7
1072316,m,590,510,0.783303536670298,395,0.8463,-0.4536,0.3174,-0.995,0.0973,31250.0,7
108999,f,465,565,0.37605958665154493,375,0.3555,0.6568,0.9623,0.6498,0.5024,21666.666666666668,10
982410,m,395,390,0.486747008438193,495,-0.7335,-0.1206,0.7785,0.653,0.0973,15000.0,6
920550,f,460,530,0.7447583540089391,405,1.2772,1.5444,1.8543,1.0333,1.247,13333.333333333334,6
134985,m,365,425,0.377551419424541,375,-0.4173,-0.1232,-0.0537,-0.4078,-0.1295,25833.333333333332,10
1219078,m,565,645,0.953899775079926,595,1.4208,1.2114,0.3174,-1.5021,0.2889,27083.333333333332,6
333542,f,445,575,0.413838255788123,385,-0.4173,0.1888,0.5269,-1.1422,0.0284,33333.333333333336,8
921298,m,510,620,0.7447583540089391,315,1.4208,-0.1206,0.4711,-1.3753,1.6302,15000.0,6
1284293,m,410,485,0.450876584483451,395,1.1336,0.3789,-0.1437,-0.8682,-0.4776,12500.0,5
1261333,m,395,485,0.911395278391328,425,-0.0154,-0.6201,-0.2974,0.7798,-1.8189,25000.0,6
52923,m,575,655,0.9014895713710328,545,-2.8903,1.2808,0.8171,-0.8778,0.3444,38750.0,10
1190691,m,505,465,0.8841225115937349,535,-1.7389,-1.2861,-1.3733,-0.6147,-0.4776,30000.0,6
196482,m,485,615,0.824666400671332,405,-0.5719,-1.0593,-0.1988,1.1199,1.1343,33333.333333333336,9
79007,m,505,375,0.6359787564567939,445,0.51,1.7488,0.2366,-1.2303,0.9763,42083.333333333336,10
263901,f,515,645,0.979521744319216,625,-0.880999999999999,0.5008,0.9623,-0.7603,-0.1295,31666.666666666668,9
552730,f,500,455,0.7040904121313142,465,0.5591,0.2124,-0.4511,-1.3753,0.6721,31250.0,7
111273,m,315,545,0.6944793277084631,345,-3.0448,-1.0593,-0.6343,0.7673,0.1864,24166.666666666668,10
604198,m,620,515,0.960903087163164,595,0.4155,1.0449,1.3933,-0.4879,-0.0943,29166.666666666668,7
282000,m,535,575,0.600057182338341,435,0.6646,-0.1232,1.5428,0.0623,0.3444,26250.0,9
1083018,m,655,585,0.783303536670298,485,0.8463,0.8784,-0.1437,-0.7415,-1.0524,51250.0,6
1069526,m,350,475,0.622642915849938,515,1.4208,1.2114,1.2396,-1.1218,1.247,16666.666666666668,7
810018,m,510,515,0.6359787564567939,445,-1.4517,-1.2861,-0.1437,1.1601,-1.4356,15000.0,6
1098849,m,530,520,0.979521744319216,625,-0.159,0.8784,1.0859,-0.995,1.0554,15000.0,7
827639,m,575,635,0.6493897148466911,525,1.1336,0.5454,0.01,-2.0092,0.8637,28333.333333333332,6
133296,m,585,415,0.600057182338341,435,-1.0355,0.5008,-0.0537,1.4724,1.4502,12083.333333333334,10
295362,f,595,575,0.37605958665154493,395,0.3555,0.9688,0.3817,-1.3478,0.1864,15000.0,9
811394,m,415,680,0.33878634721952805,425,1.5644,1.5444,1.8543,-0.3612,0.0973,27083.333333333332,6
815714,f,535,590,0.911395278391328,535,0.99,1.2114,1.2396,-2.643,1.6302,23333.333333333332,7
1290109,m,470,425,0.911395278391328,535,1.7081,1.0449,1.547,0.0192,0.6721,17916.666666666668,6
729532,m,475,575,0.538386892985096,375,0.8463,1.2114,0.1637,-0.7415,1.0554,16666.666666666668,7
1058583,m,425,415,0.356536487724475,465,-0.159,0.2124,-1.0659,-0.4879,0.2889,29166.666666666668,9
390616,m,395,385,0.308400582860308,355,-0.2628,-0.4353,1.2525,0.0623,-0.9194,15833.333333333334,8
283428,m,535,464,0.7656735812340111,485,-1.0355,0.8128,-1.2148,1.0024,1.6082,43333.333333333336,9
64844,m,455,405,0.538386892985096,325,1.1283,-0.4353,0.3817,0.1798,0.5024,27916.666666666668,10
359993,m,375,315,0.342314899911815,365,-1.1128,-1.3713,-0.344,1.1492,-2.6572,18333.333333333332,8
239715,m,525,525,0.6944793277084631,385,0.0464,0.3448,0.9623,-0.2902,0.5024,37083.333333333336,9
831320,m,555,445,0.7447583540089391,455,-0.159,-0.4536,0.9322,-0.2344,-0.6692,16666.666666666668,6
601131,m,605,575,0.824666400671332,535,-3.0315,-2.1186,-1.0659,0.3995,-1.6273,35000.0,7
1112865,m,540,535,0.75618011362902,465,-2.1698,-4.2831,-1.8344,-0.4879,-5.0763,26250.0,6
305041,f,455,525,0.8431237266657421,515,-0.2628,0.1888,0.3817,-0.2902,1.6082,40000.0,9
1062173,m,530,405,0.356536487724475,275,0.99,0.3789,-0.2974,-1.1218,-1.244,12083.333333333334,7
327623,m,465,555,0.600057182338341,435,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,37500.0,8
1044759,m,565,595,0.33878634721952805,505,0.7027,0.2124,-0.2974,0.3995,1.0554,27500.0,6
454921,m,525,475,0.735795709224656,475,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,26666.666666666668,8
1238094,m,540,535,0.992259189330951,665,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,12083.333333333334,5
702081,m,655,705,0.837620725714257,285,-1.0208,0.3789,0.6248,-1.6289,-0.2859,15000.0,8
470741,f,305,405,0.24545565999982896,335,0.51,0.0328,-0.7794,-0.2902,0.7788,15000.0,8
431891,f,435,505,0.488347976782714,405,-1.4606,-1.0593,-0.344,1.1492,-2.3412,23333.333333333332,8
272323,f,625,585,0.6359787564567939,445,0.51,1.1248,0.5269,-0.7603,0.6603,32500.0,9
852303,m,460,620,0.493596387301038,455,0.99,0.5454,0.7785,-1.6289,0.6721,25000.0,7
794755,f,610,680,0.978799292641428,495,0.2718,0.8784,-1.6807,1.0333,0.6721,37500.0,6
535627,m,605,560,0.486747008438193,465,0.9737,1.4368,0.5994,-0.2902,0.3444,42083.333333333336,6
797585,m,495,430,0.793580614548506,495,-0.8772,-0.6201,-0.4511,0.653,-0.4776,20000.0,7
294861,m,505,505,0.600057182338341,435,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,16666.666666666668,10
919485,m,575,650,0.486747008438193,695,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,37500.0,6
319780,f,485,544,0.8841225115937349,535,0.51,0.5008,0.672,-0.43717,0.3444,25833.333333333332,9
31330,m,555,695,0.999904558268382,804,0.6646,0.3448,0.8171,0.6498,0.0284,50000.0,10
743559,m,595,545,0.112139438207403,425,1.2772,1.2114,1.3933,-0.1076,0.8637,12500.0,7
795018,m,475,370,0.622642915849938,425,-1.308,-0.2871,-0.2974,1.1601,-1.244,15000.0,6
1288243,m,570,495,0.356536487724475,535,-0.4463,0.8784,0.4711,-2.136,0.6721,30000.0,6
662316,m,560,545,0.793580614548506,495,0.5591,0.3789,1.3933,-1.2486,-1.0524,15000.0,7
928178,m,475,385,0.356536487724475,525,0.1282,0.8784,-0.1437,-0.2344,0.2889,20000.0,7
1044834,m,615,510,0.953899775079926,485,0.5591,1.0449,-0.6048,0.7798,-1.0524,29166.666666666668,6
47016,m,465,575,0.124502074009537,275,-0.4173,-0.7473,-0.0537,0.2973,0.0284,33333.333333333336,10
1293567,m,640,740,0.998876108102859,685,-0.2632,0.8993,-0.4226,-0.3414,0.1275,12500.0,5
449905,f,575,625,0.8646854133700849,525,1.2828,0.7348,0.0552,-0.0552,-0.9194,37916.666666666664,8
336787,f,515,655,0.9303706072026908,565,0.0464,1.3198,-0.4891,-1.11277,-0.2875,32083.333333333332,8
798860,m,460,680,0.974396112538398,615,0.4155,-0.4536,0.9322,-0.995,-0.4776,31666.666666666668,7
325423,m,535,455,0.600057182338341,435,-0.2628,1.5538,0.5994,-0.29027,0.3444,29583.333333333332,8
823924,m,440,445,0.356536487724475,485,0.2718,0.2124,0.7785,1.9207,-0.6692,15000.0,6
244806,m,415,485,0.37605958665154493,345,-0.4173,0.1888,-0.344,-1.4653,-0.6035,40833.333333333336,9
206788,m,385,345,0.600057182338341,435,-2.272,-1.5273,-1.0697,0.7673,-0.4455,25000.0,9
133803,f,565,565,0.6944793277084631,365,0.9737,1.2808,0.8171,-0.0552,1.4502,20000.0,10
1244355,m,595,545,0.999910407631314,535,1.9953,1.0449,-0.1437,-2.3895,0.2889,27083.333333333332,6
1187199,m,565,620,0.8422483222578359,465,-0.159,0.5454,0.3174,0.1459,-0.2859,15000.0,8
1083692,m,400,475,0.125690182237981,375,-2.457,-0.7866,0.01,0.2727,-2.2021,20833.333333333332,5
1045625,m,485,605,0.863724177728167,425,-2.7443,0.2124,-1.527,1.1601,-0.2859,25000.0,6
662630,m,495,405,0.279258511565122,255,0.2718,-0.9531,0.4711,-1.1218,-1.0524,18333.333333333332,7
212018,f,404,524,0.535862819499896,295,0.6646,1.7488,0.2366,0.5323,0.6603,22916.666666666668,9
997622,m,605,570,0.622642915849938,585,-1.308,-1.7856,-0.6048,1.0333,-2.5853,41666.666666666664,6
627921,m,620,620,0.37605958665154493,395,1.1336,1.0449,0.4711,-0.4879,0.2889,42500.0,8
514622,m,570,530,0.819416529835888,505,0.0464,0.6178,-0.3803,-1.1128,0.1864,40833.333333333336,8
818479,m,545,590,0.6493897148466911,655,-0.159,0.5454,0.4711,-1.1218,-0.6692,25000.0,6
390024,m,435,495,0.276047228046856,345,-0.2628,0.0328,-0.2714,0.2973,-1.0774,18750.0,8
1060355,m,495,525,0.0531603052826837,475,0.5591,-0.1206,0.01,-1.6289,-1.6273,25000.0,6
837194,m,580,635,0.976292560913216,395,-0.4463,0.2124,0.7785,1.0333,-0.8608,25833.333333333332,7
817070,m,555,590,0.990008756723898,655,-1.4517,-1.1196,0.6248,1.794,-0.0943,43750.0,7
1072592,m,680,560,0.486747008438193,465,0.99,0.8784,1.0859,-0.7415,1.0554,19166.666666666668,7
872267,m,560,485,0.837620725714257,335,-1.0208,-0.7866,0.01,1.6672,-1.4356,25000.0,6
1183033,f,505,630,0.622642915849938,555,1.4208,-0.2871,0.1637,-2.2627,0.6721,25416.666666666668,6
140069,f,535,445,0.6359787564567939,445,-0.1082,0.9688,0.5269,-0.2902,0.3444,26666.666666666668,10
207052,m,675,725,0.910770164246022,405,-0.5719,0.6568,0.8171,-0.8778,0.3444,42500.0,9
227704,f,545,605,0.0587928000083534,445,0.2009,0.6568,-0.7794,-0.0552,0.9763,31250.0,9
224906,m,415,285,0.24545565999982896,335,0.51,0.4488,0.065,-1.1911,0.1187,15000.0,9
844474,m,305,430,0.8646854133700849,525,0.4155,0.2124,0.4711,-0.7415,0.6721,16250.0,7
430002,m,635,455,0.793580614548506,495,-0.7264,-0.4353,-1.2148,0.1798,-0.643,25833.333333333332,8
965223,m,375,510,0.207392169717661,395,0.2718,0.8784,0.7785,-0.2344,0.0973,27083.333333333332,6
813473,f,655,605,0.488347976782714,405,1.8517,1.3779,1.0859,-2.136,1.6302,22916.666666666668,8
280505,f,555,425,0.793580614548506,495,0.8192,0.8128,0.5269,-1.4653,0.1864,42916.666666666664,9
276354,f,505,525,0.563267823666597,425,0.3555,-0.5913,-0.6343,-0.9953,0.0284,31666.666666666668,9
327206,m,425,555,0.6359787564567939,445,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,29166.666666666668,7
1192794,f,480,295,0.144789889482462,365,-0.159,-1.2861,-0.9122,-2.0092,-1.244,22083.333333333332,6
624680,f,410,370,0.33878634721952805,375,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,27083.333333333332,7
538185,m,580,560,0.229481754911755,425,-1.0355,0.6568,0.8171,0.8848,0.4234,31666.666666666668,7
898205,m,460,575,0.6673264524828331,454,-2.457,-1.2861,-1.6807,0.653,-1.244,28333.333333333332,6
553697,m,555,705,0.6359787564567939,445,-0.159,0.5454,0.9322,0.5262,-1.0524,34166.666666666664,7
1202633,m,565,545,0.423951396376433,325,0.1282,0.3789,1.3933,-0.7415,0.8637,25000.0,7
319644,f,655,735,0.538386892985096,455,-0.880999999999999,1.1248,-2.9565,-0.78967,-1.2354,32916.666666666664,8
128849,m,605,525,0.298769128563994,315,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,13333.333333333334,11
425362,f,464,425,0.7040904121313142,465,-0.4173,0.6178,-0.4891,0.6498,-0.4455,12083.333333333334,8
1248085,m,370,485,0.622642915849938,395,0.1282,-0.1206,-1.0659,1.794,0.2889,12500.0,6
1048691,m,545,535,0.953899775079926,495,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,12083.333333333334,6
831967,m,525,720,0.938399136791175,345,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,25416.666666666668,6
651925,m,520,590,0.538386892985096,375,1.1336,1.3779,1.2396,1.1601,1.0554,27083.333333333332,7
1107633,m,545,595,0.819416529835888,505,-0.0154,0.3789,0.4711,-0.1076,0.2889,15000.0,7
1043845,f,545,595,0.356536487724475,345,-0.7335,0.0459,-0.1437,-0.1076,0.4805,22916.666666666668,7
237243,m,485,405,0.735795709224656,475,0.9737,1.1248,0.2366,0.0623,-0.0506,12500.0,8
1119582,m,540,570,0.911395278391328,395,1.2772,0.2124,0.6248,-1.3753,0.4805,17500.0,6
975579,m,425,460,0.783303536670298,525,1.4208,1.2114,1.7007,-0.7415,0.4805,15000.0,6
1087364,f,625,560,0.33878634721952805,405,-0.3027,0.7119,1.3933,-2.3895,0.6721,27083.333333333332,7
914037,m,595,515,0.8422483222578359,605,-0.8772,-0.7866,-1.9881,2.6814,-0.2859,15000.0,6
863619,m,495,515,0.23780283983757,375,0.1282,-0.2871,0.3174,-1.8824,0.0973,13333.333333333334,7
340788,m,485,445,0.488347976782714,405,1.4374,0.9688,-0.0537,-1.11277,-0.2875,40416.666666666664,8
1037128,m,510,655,0.486747008438193,525,-0.4463,-0.6201,-0.1437,0.1459,-2.5853,29166.666666666668,7
1106216,m,530,620,0.998966943874751,735,-0.4463,-2.7846,-1.527,0.3995,-2.0105,27083.333333333332,6
349796,m,635,695,0.9303706072026908,565,0.3555,0.1888,-0.6343,2.2949,-0.9984,30833.333333333332,8
1086480,m,505,595,0.8646854133700849,525,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,26666.666666666668,6
297128,m,565,475,0.6707431514331271,455,0.5522,0.8128,-1.0116,-1.3008,0.1864,16666.666666666668,8
649762,f,440,605,0.538386892985096,445,-1.308,-0.6201,-1.2196,1.2869,-0.8608,15000.0,7
36296,m,515,625,0.308400582860308,355,0.0464,0.3448,-0.9245,-0.9953,0.6603,33333.333333333336,10
514167,m,495,810,0.8431237266657421,515,0.3941,0.8128,0.2366,-1.3184,0.3444,21666.666666666668,8
806997,f,555,605,0.911395278391328,465,1.4208,1.2114,0.9322,-0.6147,1.0554,17083.333333333332,8
906896,m,645,635,0.997642771699029,525,0.8463,0.7119,1.8543,-1.1218,0.2889,25833.333333333332,6
216101,f,385,355,0.190153405601018,315,0.8192,0.3448,0.5269,0.6498,0.6603,15000.0,9
1259848,f,520,645,0.9972989678665278,495,0.5591,0.8784,0.6248,0.653,1.0554,16250.0,6
308164,m,475,615,0.9168699611036192,555,1.2828,1.1248,1.8331,-0.1727,1.6082,30833.333333333332,8
809634,m,485,575,0.911395278391328,465,0.1282,1.2114,2.008,0.2727,0.6721,20000.0,7
1154787,f,485,595,0.493596387301038,585,0.2718,1.2114,0.4711,0.1459,1.0554,27916.666666666668,7
578364,m,560,470,0.735795709224656,475,0.5591,-0.6201,-0.4511,-0.4879,0.2889,12500.0,9
1060371,m,350,295,0.33878634721952805,295,1.8517,0.3789,-0.7585,-0.6147,0.6721,16666.666666666668,6
683018,m,620,665,0.9954647186308648,685,1.1336,0.0459,1.2396,-0.4879,-0.0943,40000.0,8
1261625,m,570,465,0.7447583540089391,555,0.1282,0.7119,0.01,-0.3612,-1.244,17500.0,7
89357,m,375,395,0.488347976782714,405,1.4374,-1.2153,-0.6343,-0.2902,-2.0253,18750.0,10
837643,m,440,620,0.622642915849938,555,0.1282,1.3779,-2.1418,-0.995,0.6721,30000.0,6
1193177,f,505,440,0.144789889482462,385,-1.7389,1.2114,-0.9122,2.0475,0.2889,16666.666666666668,7
311565,m,555,435,0.7656735812340111,485,1.5533,0.5008,1.1074,0.62043,0.1864,38333.333333333336,9
982188,m,470,390,0.622642915849938,445,-1.1644,0.7119,1.3933,-1.6289,1.4386,17083.333333333332,6
555735,f,470,455,0.600057182338341,435,1.2772,0.5454,0.1637,-0.4879,-0.4776,29166.666666666668,7
415282,m,475,485,0.563267823666597,425,0.626,0.3448,-0.4891,0.3561,-1.2354,17916.666666666668,8
929120,m,510,680,0.486747008438193,435,0.2718,0.5454,-1.527,0.2727,0.6721,25000.0,7
999212,m,460,465,0.9954647186308648,685,0.1282,0.5454,1.2396,-0.6147,0.8637,25000.0,7
604409,m,605,765,0.985461394326131,495,0.4155,-0.2871,-0.7585,-1.8824,-0.6692,41666.666666666664,7
831674,f,605,605,0.881620069530177,495,-1.1644,-0.1206,0.4711,0.2727,-0.0943,19583.333333333332,6
196447,f,555,545,0.735795709224656,475,0.0464,-0.4353,0.672,0.0623,0.0284,30833.333333333332,9
629498,m,440,340,0.0422231310972419,225,-0.159,-0.4536,0.4711,-0.7415,-0.6692,29166.666666666668,7
324269,m,565,575,0.37605958665154493,335,1.2828,1.7878,1.1437,-0.6428,0.5024,12083.333333333334,8
813205,m,585,445,0.356536487724475,455,0.8463,0.3789,-0.2974,0.1459,-0.0943,27083.333333333332,7
833130,m,385,485,0.486747008438193,115,-0.5899,-0.4536,-1.9881,1.794,-0.0943,15000.0,6
993363,m,455,390,0.622642915849938,545,-1.5953,-1.4526,-1.0659,0.2727,-2.3937,25000.0,7
946893,m,560,460,0.486747008438193,415,0.5591,0.3789,0.01,-0.995,0.0973,12500.0,11
471444,m,475,475,0.985461394326131,305,-1.6924,-0.2793,-0.6343,0.3561,0.1864,15000.0,7
1067138,f,505,415,0.911395278391328,525,0.2718,0.2124,0.3174,-2.136,-0.0943,29166.666666666668,6
626764,f,520,485,0.8431237266657421,515,1.4208,1.2114,0.9322,1.794,0.2889,29166.666666666668,7
1002611,m,570,665,0.996535528573975,385,0.1282,0.5454,-0.4511,-1.6289,0.6721,27083.333333333332,6
629571,m,400,560,0.755375120895548,175,0.7027,-1.2861,0.4711,-0.3612,0.6721,18333.333333333332,7
536786,m,645,650,0.7656735812340111,485,-2.4266,0.6568,0.0914,1.4724,-0.8799,35000.0,7
82986,m,595,625,0.960603251997053,435,-1.0355,0.1888,0.8171,-1.4653,0.1864,35000.0,10
843467,m,520,325,0.33878634721952805,455,1.4208,1.2114,0.6248,-0.995,-0.2859,22916.666666666668,7
1049856,m,555,465,0.9967444868522528,615,-0.0154,0.5454,0.3174,-1.3753,-0.2859,29583.333333333332,6
215666,m,415,495,0.229481754911755,165,-1.9629,-0.2793,0.672,-0.2902,-0.2875,33333.333333333336,9
660770,f,465,620,0.600057182338341,435,-0.3027,-0.1206,0.4711,1.794,-0.6692,16666.666666666668,8
530470,m,560,370,0.992259189330951,665,-1.6924,0.8128,0.0914,1.5018,-0.4455,22916.666666666668,7
655183,m,500,605,0.9014895713710328,545,-0.3027,0.3789,1.2396,0.2727,0.2889,37500.0,7
50240,m,455,335,0.24545565999982896,335,-1.3447,-0.1232,0.2366,1.4724,0.1864,45833.333333333336,10
1279785,m,555,545,0.7447583540089391,485,0.2718,0.3789,0.3174,-0.4879,-0.8608,15000.0,7
628220,m,520,485,0.622642915849938,475,-0.159,0.2124,0.01,0.1459,-1.8189,26250.0,7
1087646,m,495,440,0.622642915849938,315,-0.5899,1.0449,-0.6048,-0.4879,0.0973,18333.333333333332,6
543906,m,435,590,0.538386892985096,425,1.0896,0.1888,0.3817,0.2679,-1.8673,20000.0,7
932788,f,640,460,0.7447583540089391,545,-0.159,-0.7866,-1.0659,-0.7415,-1.244,25000.0,6
629733,m,520,605,0.243208656725607,385,-0.7335,0.2124,1.3933,2.0475,1.247,25000.0,7
1009094,m,555,705,0.819416529835888,505,-0.8772,0.2124,-1.527,0.1459,-1.244,46666.666666666664,6
668821,f,510,485,0.600057182338341,435,-0.3027,-0.6201,0.4711,-0.1076,-1.6273,16666.666666666668,7
784879,m,605,650,0.783303536670298,365,-0.159,-1.7856,-0.9122,0.1459,-2.3937,32500.0,7
353929,m,515,415,0.968237495890543,605,-0.3014,0.5008,-0.9245,0.7967,-0.4455,35000.0,8
827677,m,620,665,0.976292560913216,555,0.2718,0.2124,-0.1437,-1.5021,-0.2859,27083.333333333332,6
338248,f,335,475,0.23780283983757,425,-0.1855,0.0328,-1.0697,0.97293,-0.2875,16666.666666666668,7
601396,m,580,385,0.9168699611036192,555,-0.159,0.2124,0.6248,0.2727,0.4805,39583.333333333336,7
324574,m,365,375,0.6359787564567939,445,-0.4173,0.5008,-0.7794,1.35483,0.1864,31250.0,8
1272431,m,570,535,0.207392169717661,405,1.1336,1.5444,0.9322,-2.2627,0.4805,16666.666666666668,6
552673,f,655,720,0.6359787564567939,445,-0.3027,0.3789,0.4711,0.0192,-0.2859,31666.666666666668,7
